Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
222,17963,Austin Hooper,TEN,TE,17,0,0,0,0,0,51.5,503.5,4.1,0,0,0,0,7.4,125.45
223,18928,Curtis Samuel,WAS,WR,17,0,0,0,105.4,0.7,45.8,502.8,2.6,0,0,0,0,7.4,125.02
224,14,Indianapolis Colts,IND,DST,17,0,0,0,0,0,0,0,0,38.6,14.5,18,14.3,7.4,125
224,37,Buffalo Bills,BUF,DST,17,0,0,0,0,0,0,0,0,44.6,16.3,12,14.1,7.4,125
226,22714,Nick Bolton,KC,LB,17,0,0,0,0,0,0,0,0,0.3,0.3,0.8,0.4,7.4,124.96
227,14996,Brandon McManus,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.3,124.9
228,22112,Rodrigo Blankenship,IND,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.3,124.8
229,549,Matt Prater,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.3,124.6
230,18939,Marcus Maye,NO,S,17,0,0,0,0,0,0,0,0,1.2,1.1,1.1,0.6,7.3,124.14
231,18909,Haason Reddick,PHI,LB,17,0,0,0,0,0,0,0,0,6,0.4,1.1,0.6,7.3,124
232,18064,Matthew Judon,NE,LB,17,0,0,0,0,0,0,0,0,6.6,0.5,0.9,0.5,7.2,122.82
233,16767,Leonard Williams,NYG,DE,17,0,0,0,0,0,0,0,0,5.1,0.2,0.9,0.4,7.2,122.62
234,20713,Nick Bosa,SF,DL,17,0,0,0,0,0,0,0,0,7.2,0.9,0.8,0.4,7.2,122.39
235,11694,Nick Folk,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.2,122.2
236,21052,Brian Burns,CAR,DE,17,0,0,0,0,0,0,0,0,6.9,0.5,0.9,0.5,7.2,122.18
237,95,Tampa Bay Buccaneers,TB,DST,17,0,0,0,0,0,0,0,0,44.1,15.1,16,15.3,7.2,122
238,19041,Jake Elliott,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.2,121.7
239,20325,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,120.7
240,18926,Zay Jones,JAX,WR,17,0,0,0,2.6,0,47.4,566.3,2.9,0,0,0,0,7.1,120.69
241,13961,Randy Bullock,TEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,120.4
242,18124,Kamu Grugier-Hill,HOU,OLB,17,0,0,0,0,0,0,0,0,2.4,0.9,1,0.5,7.1,120.08
243,18857,Deshaun Watson,CLE,QB,17,1491.6,10.4,3.9,170.3,2,0,0,0,0,0,0,0,7.1,119.89
244,15854,Brett Maher,DAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119.7
245,19491,Robert Tonyan,GB,TE,17,0,0,0,0,0,44.1,476.5,4.7,0,0,0,0,7,119.55
246,22695,Micah Parsons,DAL,LB,17,0,0,0,0,0,0,0,0,5.6,0.3,0.9,0.4,7,119.37
247,19287,Kenny Moore II,IND,CB,17,0,0,0,0,0,0,0,0,0.9,3.1,1.4,0.7,7,118.73
248,20013,Cedrick Wilson Jr.,MIA,WR,17,0,0,0,5.8,0,44.1,533.8,3.6,0,0,0,0,7,118.66
249,1410,Robbie Gould,SF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,118.6
250,19037,Matt Milano,BUF,LB,17,0,0,0,0,0,0,0,0,2.4,0.8,1,0.5,7,118.43
251,19843,Hayden Hurst,CIN,TE,17,0,0,0,0,0,45,484.2,4.3,0,0,0,0,7,118.42
252,19565,Younghoe Koo,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,118.4
252,20033,Jason Sanders,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,118.4
254,22563,Khalil Herbert,CHI,RB,17,0,0,0,567.8,3.4,22.5,169.5,0.7,0,0,0,0,7,118.23
255,21734,Nick Westbrook-Ikhine,TEN,WR,17,0,0,0,0,0,42.4,546.1,3.7,0,0,0,0,7,118.21
256,67,Minnesota Vikings,MIN,DST,17,0,0,0,0,0,0,0,0,42.3,13.5,13,11.9,6.9,118
257,1694,Mason Crosby,GB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,117.7
258,20737,Josh Allen,JAX,DE,17,0,0,0,0,0,0,0,0,5.2,1,0.8,0.4,6.9,117.64
259,20991,Khari Willis,IND,SS,17,0,0,0,0,0,0,0,0,1.1,1.4,1.1,0.6,6.9,117.17
260,13338,Cameron Jordan,NO,DE,17,0,0,0,0,0,0,0,0,6.5,0.4,0.9,0.5,6.9,117.05
261,32,Los Angeles Rams,LAR,DST,17,0,0,0,0,0,0,0,0,43,14,14,12,6.9,117
261,28,Pittsburgh Steelers,PIT,DST,17,0,0,0,0,0,0,0,0,45.9,13.5,18,12.2,6.9,117
261,64,Miami Dolphins,MIA,DST,17,0,0,0,0,0,0,0,0,42.3,13.7,14,13.4,6.9,117
264,14860,Jordan Poyer,BUF,S,17,0,0,0,0,0,0,0,0,0.8,2.7,1,0.5,6.9,116.96
265,21635,Jalen Thompson,ARI,S,17,0,0,0,0,0,0,0,0,0,1.4,1.2,0.6,6.9,116.8
266,17925,Myles Jack,PIT,LB,17,0,0,0,0,0,0,0,0,0.4,0.5,1,0.5,6.9,116.53
267,19829,Minkah Fitzpatrick,PIT,S,17,0,0,0,0,0,0,0,0,0,2,1,0.5,6.8,116.4
268,93,San Francisco 49ers,SF,DST,17,0,0,0,0,0,0,0,0,46,13,21,14,6.8,116
268,84,Los Angeles Chargers,LAC,DST,17,0,0,0,0,0,0,0,0,42.2,13.5,19,13.2,6.8,116
268,18478,Wil Lutz,NO,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.8,116
271,21921,Jeremy Chinn,CAR,S,17,0,0,0,0,0,0,0,0,0.8,1.1,1.2,0.6,6.8,115.96
272,22004,Isaiah Simmons,ARI,ILB,17,0,0,0,0,0,0,0,0,1.4,1.2,1.1,0.6,6.8,115.68
273,18160,Jayron Kearse,DAL,S,17,0,0,0,0,0,0,0,0,0.4,1,1.3,0.6,6.8,115.33
274,16888,Damien Wilson,CAR,LB,17,0,0,0,0,0,0,0,0,1,0.3,0.9,0.5,6.8,114.95
275,17933,DeForest Buckner,IND,DT,17,0,0,0,0,0,0,0,0,4.9,0.2,1.2,0.6,6.8,114.93
276,17935,Leonard Floyd,LAR,OLB,17,0,0,0,0,0,0,0,0,5.3,0.7,1,0.5,6.8,114.81
277,21005,Parris Campbell,IND,WR,17,0,0,0,10.9,0,41.3,532.3,3.2,0,0,0,0,6.7,114.62
278,11023,Carlos Dunlap,KC,DE,17,0,0,0,0,0,0,0,0,5,0.5,0.7,0.3,6.7,114.25
279,21934,L'Jarius Sneed,KC,CB,17,0,0,0,0,0,0,0,0,1.3,3.2,1.2,0.6,6.7,114.21
280,13337,Mark Ingram II,NO,RB,17,0,0,0,502.5,3.9,23.1,159.7,0.7,0,0,0,0,6.7,114.12
281,16191,Chris Boswell,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.7,114.1
282,23217,Rachaad White,TB,RB,17,0,0,0,462.3,3.4,24.9,191.7,0.9,0,0,0,0,6.7,113.9
283,23190,Brian Robinson,WAS,RB,17,0,0,0,568,4.3,16.4,128.5,0.8,0,0,0,0,6.7,113.85
284,10333,Graham Gano,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.7,113.4
285,69,New Orleans Saints,NO,DST,17,0,0,0,0,0,0,0,0,44.1,14.2,13,12.7,6.6,113
285,12,Green Bay Packers,GB,DST,17,0,0,0,0,0,0,0,0,42.4,15.4,10,12.8,6.6,113
287,23250,Tyler Allgeier,ATL,RB,17,0,0,0,536.6,3.3,22.1,169,0.6,0,0,0,0,6.6,112.66
288,23304,Cade York,CLE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.6,112.3
289,21923,Kamren Curl,WAS,S,17,0,0,0,0,0,0,0,0,0.9,1.5,1,0.5,6.6,112.28
290,16656,Logan Thomas,WAS,TE,17,0,0,0,0,0,43.1,454.1,4.1,0,0,0,0,6.6,112.11
291,16271,Shaquil Barrett,TB,OLB,17,0,0,0,0,0,0,0,0,5.6,0.8,1,0.5,6.6,111.92
292,17217,Raheem Mostert,MIA,RB,17,0,0,0,585.2,4.2,14.3,121.9,0.7,0,0,0,0,6.6,111.81
293,21109,Quincy Williams,NYJ,LB,17,0,0,0,0,0,0,0,0,1,0.3,0.9,0.5,6.6,111.8
294,18921,Charles Harris,DET,DL,17,0,0,0,0,0,0,0,0,4.6,0.5,0.9,0.4,6.5,111.27
295,19944,Ja'Whaun Bentley,NE,LB,17,0,0,0,0,0,0,0,0,0.8,0.2,0.8,0.4,6.5,111.16
296,18927,Budda Baker,ARI,S,17,0,0,0,0,0,0,0,0,1.1,2.1,1.2,0.6,6.5,110.97
297,20149,Eddy Pineiro,CAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.5,110.5
298,19318,Kendrick Bourne,NE,WR,17,0,0,0,69.9,0.1,38.1,481.7,2.9,0,0,0,0,6.5,110.26
299,21,New England Patriots,NE,DST,17,0,0,0,0,0,0,0,0,40.3,14.6,11,13.2,6.5,110
300,13227,Randall Cobb,GB,WR,17,0,0,0,3.4,0,40.8,481,3.6,0,0,0,0,6.5,109.84
301,16093,C.J. Mosley,NYJ,LB,17,0,0,0,0,0,0,0,0,0.7,0.2,0.8,0.4,6.5,109.79
302,21519,Joey Slye,WAS,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.5,109.7
303,21940,Antoine Winfield Jr.,TB,S,17,0,0,0,0,0,0,0,0,1.3,1.6,1.2,0.6,6.4,109.46
304,16301,Cairo Santos,CHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.4,109.3
305,14697,Greg Zuerlein,NYJ,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.4,109.2
306,21114,Austin Seibert,DET,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.4,108.7
307,16819,Markus Golden,ARI,OLB,17,0,0,0,0,0,0,0,0,5.5,0.9,0.9,0.4,6.4,108.55
308,19940,Kyzir White,PHI,LB,17,0,0,0,0,0,0,0,0,0.6,0.9,1.1,0.6,6.4,108.32
309,21721,Devin Duvernay,BAL,WR,17,0,0,0,56.1,0.1,42,467.9,2.3,0,0,0,0,6.4,108.2
310,21936,Xavier McKinney,NYG,S,17,0,0,0,0,0,0,0,0,0.1,3.8,1.1,0.5,6.4,108.07
310,22506,Brevin Jordan,HOU,TE,17,0,0,0,0,0,43.5,445.7,3.4,0,0,0,0,6.4,108.07
312,97,Washington Commanders,WAS,DST,17,0,0,0,0,0,0,0,0,40.2,12.7,9,12.1,6.4,108
312,8,Cleveland Browns,CLE,DST,17,0,0,0,0,0,0,0,0,42.6,13.6,12,12.2,6.4,108
312,55,Kansas City Chiefs,KC,DST,17,0,0,0,0,0,0,0,0,38.4,13.8,18,13.8,6.4,108
312,38,Chicago Bears,CHI,DST,17,0,0,0,0,0,0,0,0,38.8,11.5,14,11.4,6.4,108
316,19954,Jordan Whitehead,NYJ,S,17,0,0,0,0,0,0,0,0,0.6,2.1,1.1,0.5,6.3,107.67
317,21736,Bryan Edwards,ATL,WR,17,0,0,0,1.1,0,37.5,525.8,2.9,0,0,0,0,6.3,107.39
318,19837,Derwin James Jr.,LAC,S,17,0,0,0,0,0,0,0,0,0.9,1.3,1,0.5,6.3,107.18
319,18331,Chris Jones,KC,DT,17,0,0,0,0,0,0,0,0,5.7,0.3,0.8,0.4,6.3,107.14
319,14917,Rex Burkhead,HOU,RB,17,0,0,0,355.9,2.6,30.3,230.5,0.8,0,0,0,0,6.3,107.14
321,12902,Cameron Heyward,PIT,DT,17,0,0,0,0,0,0,0,0,3.1,0.8,0.9,0.4,6.3,107.02
322,22501,Kenny Pickett,PIT,QB,17,1732.4,10,6.5,91.6,0.7,0,0,0,0,0,0,0,6.3,106.66
323,18964,Alex Anzalone,DET,LB,17,0,0,0,0,0,0,0,0,0.6,0.7,1,0.5,6.3,106.62
324,21015,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,4.7,0.7,1,0.5,6.3,106.54
325,23395,Christian Watson,GB,WR,17,0,0,0,12,0.1,37.7,508.5,2.9,0,0,0,0,6.2,106.15
326,36,Baltimore Ravens,BAL,DST,17,0,0,0,0,0,0,0,0,38.1,14.5,8,12.3,6.2,106
326,49,Denver Broncos,DEN,DST,17,0,0,0,0,0,0,0,0,41,14,6,12.2,6.2,106
326,5,Carolina Panthers,CAR,DST,17,0,0,0,0,0,0,0,0,38.4,12.6,14,11.3,6.2,106
326,26,Philadelphia Eagles,PHI,DST,17,0,0,0,0,0,0,0,0,40.4,13.4,13,12.3,6.2,106
326,18023,Justin Simmons,DEN,S,17,0,0,0,0,0,0,0,0,0.5,3.7,1.1,0.6,6.2,106
331,12815,Josh Bynes,BAL,ILB,17,0,0,0,0,0,0,0,0,1,0.2,0.9,0.4,6.2,105.9
332,16960,Quandre Diggs,SEA,FS,17,0,0,0,0,0,0,0,0,0,4.1,1.2,0.6,6.2,105.8
333,21025,Cody Barton,SEA,LB,17,0,0,0,0,0,0,0,0,1,0.5,0.7,0.4,6.2,105.75
334,21937,Jordan Fuller,LAR,S,17,0,0,0,0,0,0,0,0,0,1.7,1.1,0.6,6.2,105.45
335,17915,Joey Bosa,LAC,OLB,17,0,0,0,0,0,0,0,0,5.6,0.5,1,0.5,6.2,105.37
336,19876,Tracy Walker III,DET,S,17,0,0,0,0,0,0,0,0,0.7,0.4,1.1,0.5,6.2,105.04
337,1,Arizona Cardinals,ARI,DST,17,0,0,0,0,0,0,0,0,39.5,12.8,21,12.9,6.2,105
337,7,Cincinnati Bengals,CIN,DST,17,0,0,0,0,0,0,0,0,41.1,13.6,17,12,6.2,105
339,17215,Jason Myers,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.2,104.8
340,17999,Yannick Ngakoue,IND,DE,17,0,0,0,0,0,0,0,0,6.1,0.4,1.1,0.5,6.2,104.72
340,22539,Zamir White,LV,RB,17,0,0,0,520.2,4,15.8,129,0.4,0,0,0,0,6.2,104.72
342,16866,Jamison Crowder,BUF,WR,17,0,0,0,5.3,0.1,42.7,441.7,2.9,0,0,0,0,6.1,104.4
343,20038,Braxton Berrios,NYJ,WR,17,0,0,0,52,1.1,41,413.5,1.9,0,0,0,0,6.1,104.35
344,12845,A.J. Green,ARI,WR,17,0,0,0,0.1,0,36.6,529,2.5,0,0,0,0,6.1,104.31
345,18956,Zach Cunningham,TEN,LB,17,0,0,0,0,0,0,0,0,0.8,0.2,0.8,0.4,6.1,104.06
346,18917,Marlon Humphrey,BAL,CB,17,0,0,0,0,0,0,0,0,0.9,1.4,1.4,0.7,6.1,103.43
347,17994,Kevin Byard,TEN,S,17,0,0,0,0,0,0,0,0,0.3,2.1,1.2,0.6,6.1,103.16
348,52,Jacksonville Jaguars,JAX,DST,17,0,0,0,0,0,0,0,0,38.3,11.4,9,9.6,6.1,103
349,18013,Kendall Fuller,WAS,CB,17,0,0,0,0,0,0,0,0,0.3,2.4,1.2,0.6,6,102.66
350,19310,Nicholas Morrow,CHI,LB,17,0,0,0,0,0,0,0,0,1.5,0.9,0.8,0.4,6,102.55
351,19084,Xavier Woods,CAR,S,17,0,0,0,0,0,0,0,0,0.4,1.5,1.2,0.6,6,102.53
352,22075,A.J. Terrell,ATL,CB,17,0,0,0,0,0,0,0,0,0.5,2.2,1.2,0.6,6,102.4
353,20940,Jeffery Simmons,TEN,DT,17,0,0,0,0,0,0,0,0,3.2,0.2,1,0.5,6,102.34
354,17991,Vonn Bell,CIN,S,17,0,0,0,0,0,0,0,0,0.3,0.6,1.2,0.6,6,102.16
355,18106,Anthony Brown,DAL,CB,17,0,0,0,0,0,0,0,0,0.4,2,1.3,0.7,6,101.88
356,20767,Rashan Gary,GB,LB,17,0,0,0,0,0,0,0,0,5.5,0.7,0.7,0.4,6,101.75
357,19835,Marcus Davenport,NO,DE,17,0,0,0,0,0,0,0,0,4.9,0.5,0.8,0.4,6,101.53
358,20219,Jonathan Owens,HOU,DB,17,0,0,0,0,0,0,0,0,0.2,2.2,1.2,0.6,6,101.39
359,21982,Patrick Queen,BAL,ILB,17,0,0,0,0,0,0,0,0,1.7,0.6,1.1,0.5,6,101.24
360,11105,Kareem Jackson,DEN,S,17,0,0,0,0,0,0,0,0,0.3,1,1.1,0.5,6,101.21
361,18215,Ka'imi Fairbairn,HOU,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6,101.2
362,34,Tennessee Titans,TEN,DST,17,0,0,0,0,0,0,0,0,40.3,13.4,13,11.1,5.9,101
363,23371,Isiah Pacheco,KC,RB,17,0,0,0,417.2,3,21.7,168.7,0.8,0,0,0,0,5.9,100.89
364,16323,Khalil Mack,LAC,OLB,17,0,0,0,0,0,0,0,0,5,0.8,0.9,0.4,5.9,100.6
365,20956,Montez Sweat,WAS,DE,17,0,0,0,0,0,0,0,0,4.9,0.9,0.8,0.4,5.9,100.48
366,19871,Sam Hubbard,CIN,DE,17,0,0,0,0,0,0,0,0,3.7,0.4,1.1,0.5,5.9,100.44
367,20150,Byron Pringle,CHI,WR,17,0,0,0,0,0,37.2,467.1,2.8,0,0,0,0,5.9,100.31
368,22109,Julian Blackmon,IND,S,17,0,0,0,0,0,0,0,0,0,1.2,1.5,0.7,5.9,100.3
369,23148,David Bell,CLE,WR,17,0,0,0,5.1,0,38.8,466.3,2.5,0,0,0,0,5.9,99.94
370,21879,Jonathan Greenard,HOU,DE,17,0,0,0,0,0,0,0,0,4.2,0.4,0.6,0.3,5.8,99.34
371,16902,Adrian Amos,GB,S,17,0,0,0,0,0,0,0,0,0.5,1.8,1,0.5,5.8,99.25
372,19004,Eddie Jackson,CHI,DB,17,0,0,0,0,0,0,0,0,0,0.5,1.2,0.6,5.8,99.05
373,23234,Jameson Williams,DET,WR,17,0,0,0,0.9,0,34.1,482.6,2.9,0,0,0,0,5.8,98.85
374,21882,Darrell Taylor,SEA,DE,17,0,0,0,0,0,0,0,0,4.9,0.4,0.7,0.4,5.8,98.58
375,22824,Richie Grant,ATL,S,17,0,0,0,0,0,0,0,0,0.2,0.6,0.9,0.5,5.8,98.34
376,19070,Chuck Clark,BAL,SS,17,0,0,0,0,0,0,0,0,0.8,1.7,1.4,0.7,5.8,98.26
377,20811,Amani Hooker,TEN,DB,17,0,0,0,0,0,0,0,0,0.1,2.8,1.1,0.5,5.8,98.17
378,18900,Mo Alie-Cox,IND,TE,17,0,0,0,0,0,33.6,420,3.8,0,0,0,0,5.8,98
379,19886,Lorenzo Carter,ATL,LB,17,0,0,0,0,0,0,0,0,4.6,1.1,0.8,0.4,5.8,97.87
380,22401,Jonas Griffith,DEN,ILB,17,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.3,5.8,97.76
381,16366,DeMarcus Lawrence,DAL,DE,17,0,0,0,0,0,0,0,0,3.9,0.7,0.8,0.4,5.7,97.68
382,20864,Julian Love,NYG,FS,17,0,0,0,0,0,0,0,0,0.2,1.3,0.9,0.4,5.7,97.09
383,75,New York Giants,NYG,DST,17,0,0,0,0,0,0,0,0,37.2,11.9,12,11.1,5.7,97
383,13,Houston Texans,HOU,DST,17,0,0,0,0,0,0,0,0,34.3,11.4,16,10.5,5.7,97
385,22051,Trevon Diggs,DAL,CB,17,0,0,0,0,0,0,0,0,0.4,4.5,1.3,0.6,5.7,96.98
386,18017,Javon Hargrave,PHI,DT,17,0,0,0,0,0,0,0,0,3.4,0.3,0.9,0.5,5.7,96.73
387,16003,Sammy Watkins,GB,WR,17,0,0,0,3.8,0,35.8,468.6,2.4,0,0,0,0,5.7,96.44
388,21697,Laviska Shenault Jr.,CAR,WR,17,0,0,0,38.3,0.1,39.1,405.3,2.2,0,0,0,0,5.7,96.06
389,82,New York Jets,NYJ,DST,17,0,0,0,0,0,0,0,0,35.3,11.5,13,10.8,5.6,96
389,83,Las Vegas Raiders,LV,DST,17,0,0,0,0,0,0,0,0,37.4,11.7,13,10.9,5.6,96
391,16310,Denico Autry,TEN,DL,17,0,0,0,0,0,0,0,0,5.5,0.4,0.8,0.4,5.6,95.75
392,19873,Jessie Bates III,CIN,S,17,0,0,0,0,0,0,0,0,0.1,1.6,1.2,0.6,5.6,95.72
393,23437,Devin Lloyd,JAX,LB,17,0,0,0,0,0,0,0,0,0,0.7,0.9,0.4,5.6,95.7
394,15136,Micah Hyde,BUF,S,17,0,0,0,0,0,0,0,0,0.3,2.4,1,0.5,5.6,95.66
395,19870,Donte Jackson,CAR,CB,17,0,0,0,0,0,0,0,0,0,3,1.1,0.6,5.6,95
396,21927,Brandon Jones,MIA,S,17,0,0,0,0,0,0,0,0,1.9,0.7,0.9,0.4,5.6,94.68
397,20733,Nasir Adderley,LAC,S,17,0,0,0,0,0,0,0,0,0.2,0.7,1.2,0.6,5.6,94.64
398,22696,Jeremiah Owusu-Koramoah,CLE,LB,17,0,0,0,0,0,0,0,0,1.4,0.3,0.8,0.4,5.6,94.38
399,19842,Rashaan Evans,ATL,ILB,17,0,0,0,0,0,0,0,0,0.3,0.9,0.7,0.4,5.5,94.11
400,90,Seattle Seahawks,SEA,DST,17,0,0,0,0,0,0,0,0,33.2,12,7,9.4,5.5,94
401,19933,Josey Jewell,DEN,ILB,17,0,0,0,0,0,0,0,0,0.7,0.3,0.8,0.4,5.5,93.84
402,22390,Elijah Riley,PIT,S,17,0,0,0,0,0,0,0,0,0.9,0.6,0.8,0.4,5.5,93.73
403,18875,Jonathan Allen,WAS,DT,17,0,0,0,0,0,0,0,0,2.9,0.3,0.9,0.4,5.5,93.63
404,17059,Grady Jarrett,ATL,DL,17,0,0,0,0,0,0,0,0,2.8,0.3,0.9,0.5,5.5,93.61
405,21918,Grant Delpit,CLE,S,17,0,0,0,0,0,0,0,0,0.9,1.3,1,0.5,5.5,93.58
406,18982,Rasul Douglas,GB,CB,17,0,0,0,0,0,0,0,0,0,2.6,1,0.5,5.5,93.4
407,16724,Adrian Phillips,NE,DB,17,0,0,0,0,0,0,0,0,0.3,2.4,0.9,0.5,5.5,93.31
408,21890,Trevis Gipson,CHI,DL,17,0,0,0,0,0,0,0,0,4,0.6,0.8,0.4,5.5,93.3
409,20915,Germaine Pratt,CIN,LB,17,0,0,0,0,0,0,0,0,0.3,0.5,0.9,0.5,5.5,93.06
410,18929,Sidney Jones IV,SEA,CB,17,0,0,0,0,0,0,0,0,0,1.8,1,0.5,5.5,93.05
411,16781,Nelson Agholor,NE,WR,17,0,0,0,10,0,33.1,446.9,2.4,0,0,0,0,5.5,92.99
412,20989,Quinnen Williams,NYJ,NT,17,0,0,0,0,0,0,0,0,3.5,0.3,0.7,0.4,5.4,91.95
413,22870,Azeez Ojulari,NYG,OLB,17,0,0,0,0,0,0,0,0,4.4,0.3,0.7,0.4,5.4,91.78
414,15226,Tyrann Mathieu,NO,FS,17,0,0,0,0,0,0,0,0,0.3,2.9,1.1,0.5,5.4,91.46
415,22753,Pete Werner,NO,LB,17,0,0,0,0,0,0,0,0,0.5,0.3,0.8,0.4,5.4,91.35
416,16031,Damien Williams,ATL,RB,17,0,0,0,331.3,2.3,24.2,167.8,1,0,0,0,0,5.4,91.31
417,20903,Amani Oruwariye,DET,CB,17,0,0,0,0,0,0,0,0,0,3.5,1.2,0.6,5.3,90.7
418,17958,Emmanuel Ogbah,MIA,DE,17,0,0,0,0,0,0,0,0,4.1,0.3,0.9,0.4,5.3,90.67
419,18993,Samaje Perine,CIN,RB,17,0,0,0,335.5,1.9,24.4,175.9,0.8,0,0,0,0,5.3,90.54
420,18130,Elandon Roberts,MIA,LB,17,0,0,0,0,0,0,0,0,0.7,0.5,0.7,0.4,5.3,90.49
421,16799,Preston Smith,GB,LB,17,0,0,0,0,0,0,0,0,3.8,0.5,0.7,0.4,5.3,90.46
422,19838,Leighton Vander Esch,DAL,LB,17,0,0,0,0,0,0,0,0,0.9,0.2,0.8,0.4,5.3,90.33
423,19918,Josh Sweat,PHI,DE,17,0,0,0,0,0,0,0,0,4.3,0.4,0.8,0.4,5.3,90.31
424,18905,Marshon Lattimore,NO,CB,17,0,0,0,0,0,0,0,0,0,1.9,1.1,0.6,5.3,90.2
425,20180,Ola Adeniyi,TEN,OLB,17,0,0,0,0,0,0,0,0,3.6,0.4,0.7,0.3,5.3,90.07
426,21957,Quez Watkins,PHI,WR,17,0,0,0,6.2,0,32.5,453.2,2,0,0,0,0,5.3,90.04
427,16849,Danielle Hunter,MIN,OLB,17,0,0,0,0,0,0,0,0,4.1,0.4,0.6,0.3,5.3,89.82
428,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,2.5,0,33.6,417.6,2.4,0,0,0,0,5.3,89.81
429,19928,Taron Johnson,BUF,CB,17,0,0,0,0,0,0,0,0,1,1,0.9,0.4,5.3,89.7
430,21133,Marcus Epps,PHI,S,17,0,0,0,0,0,0,0,0,0,1.7,1,0.5,5.3,89.65
431,19866,Justin Reid,KC,S,17,0,0,0,0,0,0,0,0,0.7,1.2,1.1,0.5,5.3,89.59
432,18957,D'Onta Foreman,CAR,RB,17,0,0,0,469.1,3.3,12.9,101.3,0.2,0,0,0,0,5.3,89.34
433,16593,Cameron Brate,TB,TE,17,0,0,0,0,0,34.7,339.9,3.5,0,0,0,0,5.3,89.29
434,20570,Darious Williams,JAX,DB,17,0,0,0,0,0,0,0,0,0,2.1,1.1,0.5,5.2,88.5
434,19953,D.J. Reed,NYJ,CB,17,0,0,0,0,0,0,0,0,0,2.6,1.2,0.6,5.2,88.5
436,20500,Darrel Williams,ARI,RB,17,0,0,0,324.8,2.6,21.6,169.7,0.6,0,0,0,0,5.2,88.45
437,17976,Xavien Howard,MIA,CB,17,0,0,0,0,0,0,0,0,0.3,4.8,1.2,0.6,5.2,88.36
438,18924,Adoree' Jackson,NYG,CB,17,0,0,0,0,0,0,0,0,0,1.3,1,0.5,5.2,88.3
439,20968,Drue Tranquill,LAC,LB,17,0,0,0,0,0,0,0,0,0.9,0.3,0.8,0.4,5.2,88.08
440,20167,J.C. Jackson,LAC,CB,16,0,0,0,0,0,0,0,0,0,4.8,1,0.5,5.5,88.05
440,20852,Dexter Lawrence,NYG,DE,17,0,0,0,0,0,0,0,0,2.5,0.3,0.8,0.4,5.2,88.05
442,11,Detroit Lions,DET,DST,17,0,0,0,0,0,0,0,0,34.5,11,10,10.3,5.2,88
443,22699,Jaelan Phillips,MIA,LB,17,0,0,0,0,0,0,0,0,4,0.3,0.7,0.4,5.2,87.9
443,23541,Micah McFadden,NYG,ILB,17,0,0,0,0,0,0,0,0,0,0.6,0.7,0.3,5.2,87.9
445,19942,John Franklin-Myers,NYJ,DL,17,0,0,0,0,0,0,0,0,3.5,0.8,0.8,0.4,5.2,87.6
446,17919,Jalen Ramsey,LAR,DB,17,0,0,0,0,0,0,0,0,0,1.7,1.2,0.6,5.2,87.55
447,21989,Mykal Walker,ATL,ILB,17,0,0,0,0,0,0,0,0,0.7,1,0.7,0.4,5.1,87.49
448,21897,Alex Highsmith,PIT,LB,17,0,0,0,0,0,0,0,0,2.6,0.8,0.8,0.4,5.1,87.42
449,21896,Yetur Gross-Matos,CAR,DE,17,0,0,0,0,0,0,0,0,4,0.5,0.7,0.3,5.1,87.2
450,20566,Dontrell Hilliard,TEN,RB,17,0,0,0,297,1.8,27.4,181.7,0.5,0,0,0,0,5.1,86.87
451,19062,Desmond King II,HOU,DB,17,0,0,0,0,0,0,0,0,0.7,1.4,1,0.5,5.1,86.79
