Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
253,22623,Rashod Bateman,BAL,WR,12,0,0,0,0,0,5,30,1,0,0,0,0,1.2,14
254,19119,Chris Carson,SEA,RB,4,0,0,0,18,2,0,0,0,0,0,0,0,3.4,13.8
255,16451,Eric Ebron,PIT,TE,8,0,0,0,1,1,1,5,1,0,0,0,0,1.7,13.6
256,16510,Jerick McKinnon,KC,RB,13,0,0,0,7,0,3,33,1,0,0,0,0,1,13
257,19548,Corey Clement,DAL,RB,17,0,0,0,10,0,4,17,1,0,0,0,0,0.7,12.7
258,21837,J.J. Taylor,NE,RB,5,0,0,0,3,2,0,0,0,0,0,0,0,2.5,12.3
258,18089,Rashard Higgins,CLE,WR,15,0,0,0,0,0,3,33,1,0,0,0,0,0.8,12.3
260,16834,Tevin Coleman,NYJ,RB,11,0,0,0,46,0,5,24,0,0,0,0,0,1.1,12
261,13275,Kyle Rudolph,NYG,TE,16,0,0,0,0,0,3,9,1,0,0,0,0,0.7,11.9
262,22647,Chris Evans,CIN,RB,14,0,0,0,1,0,3,27,1,0,0,0,0,0.8,11.8
262,21448,Jalen Guyton,LAC,WR,16,0,0,0,0,0,4,18,1,0,0,0,0,0.7,11.8
264,21686,Jalen Reagor,PHI,WR,17,0,0,0,0,0,3,23,1,0,0,0,0,0.7,11.3
265,21788,Ke'Shawn Vaughn,TB,RB,12,0,0,0,20,1,2,11,0,0,0,0,0,0.9,11.1
266,16847,David Johnson,HOU,RB,13,0,0,0,5,0,3,15,1,0,0,0,0,0.8,11
266,21772,Cole Kmet,CHI,TE,17,0,0,0,0,0,6,50,0,0,0,0,0,0.6,11
268,19779,Brandon Zylstra,CAR,WR,13,0,0,0,0,0,2,28,1,0,0,0,0,0.8,10.8
268,21765,JaMycal Hasty,SF,RB,11,0,0,0,8,1,3,10,0,0,0,0,0,1,10.8
268,17914,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,3,18,1,0,0,0,0,0.9,10.8
271,16003,Sammy Watkins,BAL,WR,13,0,0,0,0,0,3,16,1,0,0,0,0,0.8,10.6
272,19281,Jacob Hollister,JAX,TE,7,0,0,0,0,0,3,14,1,0,0,0,0,1.5,10.4
273,11047,Colt McCoy,ARI,QB,8,15,2,0,17,0,0,0,0,0,0,0,0,1.3,10.3
274,21634,Derrick Gore,KC,RB,11,0,0,0,29,1,1,3,0,0,0,0,0,0.9,10.2
274,20529,Cam Sims,WAS,WR,14,0,0,0,0,0,3,12,1,0,0,0,0,0.7,10.2
276,22569,Dee Eskridge,SEA,WR,10,0,0,0,0,0,2,20,1,0,0,0,0,1,10
276,15215,Tavon Austin,JAX,WR,13,0,0,0,8,0,2,12,1,0,0,0,0,0.8,10
278,14828,Chris Hogan,NO,WR,5,0,0,0,0,0,2,19,1,0,0,0,0,2,9.9
279,19461,Cooper Rush,DAL,QB,5,46,2,0,0,0,0,0,0,0,0,0,0,2,9.84
280,20900,Qadree Ollison,ATL,RB,7,0,0,0,24,1,1,4,0,0,0,0,0,1.4,9.8
280,16846,Tyler Kroft,NYJ,TE,9,0,0,0,0,0,2,18,1,0,0,0,0,1.1,9.8
280,22591,Dez Fitzpatrick,TEN,WR,4,0,0,0,0,0,2,18,1,0,0,0,0,2.4,9.8
283,21823,Patrick Taylor,GB,RB,8,0,0,0,24,1,1,3,0,0,0,0,0,1.2,9.7
283,19044,Jamal Agnew,JAX,WR,10,0,0,0,0,0,2,17,1,0,0,0,0,1,9.7
283,19335,Antony Auclair,HOU,TE,16,0,0,0,0,0,2,17,1,0,0,0,0,0.6,9.7
283,16917,C.J. Uzomah,CIN,TE,16,0,0,0,0,0,3,7,1,0,0,0,0,0.6,9.7
287,17961,Sterling Shepard,NYG,WR,7,0,0,0,0,0,6,35,0,0,0,0,0,1.4,9.5
288,19867,Michael Gallup,DAL,WR,9,0,0,0,0,0,2,14,1,0,0,0,0,1,9.4
289,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,5,43,0,0,0,0,0,0.5,9.3
290,18118,Brandon Allen,CIN,QB,6,20,2,0,3,0,0,0,0,0,0,0,0,1.5,9.1
290,21514,Austin Walter,NYJ,RB,4,0,0,0,31,1,0,0,0,0,0,0,0,2.3,9.1
290,13291,Julio Jones,TEN,WR,10,0,0,0,0,0,2,11,1,0,0,0,0,0.9,9.1
290,21957,Quez Watkins,PHI,WR,17,0,0,0,0,0,5,21,0,0,0,0,0,0.5,9.1
294,22533,Demetric Felton Jr.,CLE,RB,16,0,0,0,0,0,2,10,1,0,0,0,0,0.6,9
294,22626,Rondale Moore,ARI,WR,14,0,0,0,7,0,7,13,0,0,0,0,0,0.6,9
296,20859,Drew Lock,DEN,QB,6,36,1,1,3,1,1,1,0,0,0,0,0,1.5,8.84
297,16815,Ameer Abdullah,CAR,RB,17,0,0,0,16,0,5,22,0,0,0,0,0,0.5,8.8
298,11056,Antonio Brown,TB,WR,7,0,0,0,0,0,2,7,1,0,0,0,0,1.2,8.7
299,16668,Carlos Hyde,JAX,RB,12,0,0,0,32,1,1,4,0,0,0,0,0,0.7,8.6
299,18361,Chester Rogers,TEN,WR,16,0,0,0,0,0,2,6,1,0,0,0,0,0.5,8.6
299,21785,Noah Gray,KC,TE,16,0,0,0,0,0,2,6,1,0,0,0,0,0.5,8.6
299,20933,Miles Sanders,PHI,RB,12,0,0,0,27,0,3,9,0,0,0,0,0,0.7,8.6
303,16816,Maxx Williams,ARI,TE,5,0,0,0,0,0,1,14,1,0,0,0,0,1.7,8.4
303,21959,Dezmon Patmon,IND,WR,8,0,0,0,0,0,1,14,1,0,0,0,0,1,8.4
303,20819,Alec Ingold,LV,FB,9,0,0,0,0,0,2,4,1,0,0,0,0,0.9,8.4
306,16056,James White,NE,RB,3,0,0,0,14,1,1,-1,0,0,0,0,0,2.8,8.3
306,21756,Nico Collins,HOU,WR,14,0,0,0,0,0,1,13,1,0,0,0,0,0.6,8.3
306,19950,Will Dissly,SEA,TE,15,0,0,0,0,0,2,3,1,0,0,0,0,0.6,8.3
309,16928,Michael Burton,KC,FB,16,0,0,0,12,1,1,0,0,0,0,0,0,0.5,8.2
309,19816,DJ Chark,JAX,WR,4,0,0,0,0,0,1,12,1,0,0,0,0,2,8.2
311,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,1,11,1,0,0,0,0,0.6,8.1
311,18019,Nick Vannett,NO,TE,7,0,0,0,0,0,1,11,1,0,0,0,0,1.2,8.1
313,18093,Andy Janovich,CLE,FB,13,0,0,0,0,1,0,0,0,0,0,0,0,0.6,8
313,21781,Sean McKeon,DAL,TE,9,0,0,0,0,0,1,10,1,0,0,0,0,0.9,8
315,19191,PJ Walker,CAR,QB,5,47,1,0,0,0,0,0,0,0,0,0,1,1.6,7.88
316,16763,Marcus Mariota,LV,QB,9,4,0,0,17,1,0,0,0,0,0,0,0,0.9,7.86
317,16920,Jesse James,CHI,TE,14,0,0,0,0,0,1,8,1,0,0,0,0,0.6,7.8
317,15196,Kenny Stills,NO,WR,13,0,0,0,0,0,1,8,1,0,0,0,0,0.6,7.8
319,13723,Nick Foles,CHI,QB,1,40,1,0,1,0,0,0,0,0,0,0,0,7.7,7.7
319,20057,Auden Tate,CIN,WR,7,0,0,0,0,0,1,7,1,0,0,0,0,1.1,7.7
319,22595,Ihmir Smith-Marsette,MIN,WR,8,0,0,0,0,0,1,7,1,0,0,0,0,1,7.7
322,15694,Case Keenum,CLE,QB,7,28,2,1,5,0,0,0,0,0,0,0,0,1.1,7.62
323,20128,Phillip Lindsay,MIA,RB,14,0,0,0,16,1,0,0,0,0,0,0,0,0.5,7.6
323,20074,Jason Cabinda,DET,FB,14,0,0,0,0,0,1,6,1,0,0,0,0,0.5,7.6
325,19626,Dare Ogunbowale,JAX,RB,17,0,0,0,15,1,0,0,0,0,0,0,0,0.4,7.5
325,20081,Trent Sherfield,SF,WR,17,0,0,0,0,0,1,5,1,0,0,0,0,0.4,7.5
325,22588,Anthony Schwartz,CLE,WR,14,0,0,0,0,0,1,5,1,0,0,0,0,0.5,7.5
325,19854,Dante Pettis,NYG,WR,3,0,0,0,0,0,1,5,1,0,0,0,0,2.5,7.5
329,20816,Lil'Jordan Humphrey,NO,WR,10,0,0,0,0,0,1,4,1,0,0,0,0,0.7,7.4
329,19072,Alex Armah,WAS,FB,11,0,0,0,3,0,1,1,1,0,0,0,0,0.7,7.4
331,22674,Deon Jackson,IND,RB,8,0,0,0,13,1,0,0,0,0,0,0,0,0.9,7.3
331,20823,Tyree Jackson,PHI,TE,9,0,0,0,0,0,1,3,1,0,0,0,0,0.8,7.3
331,21163,Deonte Harty,NO,WR,13,0,0,0,6,0,4,27,0,0,0,0,0,0.6,7.3
334,22213,Kendall Hinton,DEN,WR,16,1,0,0,0,0,1,2,1,0,0,0,0,0.5,7.24
335,18901,O.J. Howard,TB,TE,17,0,0,0,0,0,1,2,1,0,0,0,0,0.4,7.2
335,18262,Stephen Anderson,LAC,TE,17,0,0,0,0,0,1,2,1,0,0,0,0,0.4,7.2
335,19947,Chris Herndon,MIN,TE,16,0,0,0,0,0,1,2,1,0,0,0,0,0.4,7.2
335,20372,Cameron Batson,TEN,WR,4,0,0,0,0,0,1,2,1,0,0,0,0,1.8,7.2
335,21349,Ashton Dulin,IND,WR,17,0,0,0,0,0,1,2,1,0,0,0,0,0.4,7.2
340,18073,Jonathan Williams,WAS,RB,5,0,0,0,11,1,0,0,0,0,0,0,0,1.4,7.1
340,12777,Lee Smith,ATL,TE,16,0,0,0,0,0,1,1,1,0,0,0,0,0.4,7.1
340,19035,Eric Saubert,DEN,TE,17,0,0,0,0,0,1,1,1,0,0,0,0,0.4,7.1
340,19864,Anthony Miller,PIT,WR,3,0,0,0,0,0,1,1,1,0,0,0,0,2.4,7.1
340,20957,Tommy Sweeney,BUF,TE,13,0,0,0,0,0,1,1,1,0,0,0,0,0.5,7.1
340,19209,Patrick Ricard,BAL,FB,13,0,0,0,0,0,1,1,1,0,0,0,0,0.5,7.1
340,21531,Chris Myarick,NYG,FB,8,0,0,0,0,0,1,1,1,0,0,0,0,0.9,7.1
340,14587,Josh Gordon,KC,WR,12,0,0,0,0,0,1,1,1,0,0,0,0,0.6,7.1
340,20581,Johnny Stanton IV,CLE,FB,3,0,0,0,0,0,1,1,1,0,0,0,0,2.4,7.1
349,21777,Larry Rountree III,LAC,RB,12,0,0,0,9,1,0,0,0,0,0,0,0,0.6,6.9
349,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,-4,0,5,23,0,0,0,0,0,0.4,6.9
351,611,Joe Flacco,NYJ,QB,2,22,2,0,0,0,0,0,0,0,0,0,0,3.4,6.88
352,22555,Jermar Jefferson,DET,RB,7,0,0,0,8,1,0,0,0,0,0,0,0,1,6.8
352,18103,Jakeem Grant Sr.,CHI,WR,15,0,0,0,0,0,2,8,1,0,0,0,0,0.5,6.8
352,3061,Marcedes Lewis,GB,TE,17,0,0,0,0,0,4,28,0,0,0,0,0,0.4,6.8
355,19659,Dan Arnold,JAX,TE,11,0,0,0,0,0,2,26,0,0,0,0,0,0.6,6.6
355,20566,Dontrell Hilliard,TEN,RB,8,0,0,0,4,0,4,22,0,0,0,0,0,0.8,6.6
357,19850,Mason Rudolph,PIT,QB,2,36,1,0,11,0,0,0,0,0,0,0,0,3.3,6.54
358,18811,Mitch Trubisky,BUF,QB,6,0,0,0,4,1,0,0,0,0,0,0,0,1.1,6.4
358,19924,Ito Smith,DAL,RB,1,0,0,0,4,1,0,0,0,0,0,0,0,6.4,6.4
360,18883,JuJu Smith-Schuster,PIT,WR,5,0,0,0,3,1,0,0,0,0,0,0,0,1.3,6.3
361,21801,Trey Sermon,SF,RB,9,0,0,0,1,1,0,0,0,0,0,0,0,0.7,6.1
362,19943,Durham Smythe,MIA,TE,17,0,0,0,2,0,4,16,0,0,0,0,0,0.3,5.8
363,17141,Damiere Byrd,CHI,WR,17,0,0,0,0,0,2,17,0,0,0,0,0,0.3,5.7
364,21841,Jordan Love,GB,QB,6,39,1,0,0,0,0,0,0,0,0,0,0,0.9,5.56
365,22126,Ty'Son Williams,BAL,RB,13,0,0,0,19,0,2,15,0,0,0,0,0,0.4,5.4
366,20679,KhaDarel Hodge,DET,WR,16,0,0,0,0,0,2,13,0,0,0,0,0,0.3,5.3
366,19961,Ray-Ray McCloud III,PIT,WR,16,0,0,0,10,0,3,13,0,0,0,0,0,0.3,5.3
368,22685,Terrace Marshall Jr.,CAR,WR,13,0,0,0,0,0,2,12,0,0,0,0,0,0.4,5.2
369,11565,Andre Roberts,LAC,WR,16,0,0,0,6,0,1,35,0,0,0,0,0,0.3,5.1
369,13878,Mohamed Sanu,SF,WR,8,0,0,0,0,0,3,21,0,0,0,0,0,0.6,5.1
371,18931,Adam Shaheen,MIA,TE,12,0,0,0,0,0,3,19,0,0,0,0,0,0.4,4.9
372,8358,Brian Hoyer,NE,QB,5,19,1,0,0,0,0,0,0,0,0,0,0,1,4.76
373,16850,Sean Mannion,MIN,QB,1,14,1,0,0,0,0,0,0,0,0,0,0,4.6,4.56
374,18047,Demarcus Robinson,KC,WR,17,0,0,0,0,0,3,15,0,0,0,0,0,0.3,4.5
375,19330,Nick Mullens,CLE,QB,1,12,1,0,0,0,0,0,0,0,0,0,0,4.5,4.48
376,22823,Kylen Granson,IND,TE,17,0,0,0,0,0,3,14,0,0,0,0,0,0.3,4.4
377,21798,Josiah Deguara,GB,TE,16,0,0,0,0,0,3,13,0,0,0,0,0,0.3,4.3
378,20880,Gardner Minshew,PHI,QB,4,4,1,0,0,0,0,0,0,0,0,0,0,1,4.16
379,19067,Jeremy Sprinkle,DAL,TE,17,0,0,0,0,0,2,20,0,0,0,0,0,0.2,4
379,20810,Travis Homer,SEA,RB,14,0,0,0,11,0,2,9,0,0,0,0,0,0.3,4
381,17290,Adam Humphries,WAS,WR,17,0,0,0,0,0,3,8,0,0,0,0,0,0.2,3.8
382,20770,Zach Gentry,PIT,TE,17,0,0,0,0,0,2,17,0,0,0,0,0,0.2,3.7
383,21843,Salvon Ahmed,MIA,RB,12,0,0,0,17,0,1,9,0,0,0,0,0,0.3,3.6
384,18030,Chris Moore,HOU,WR,12,0,0,0,0,0,2,15,0,0,0,0,0,0.3,3.5
385,19080,Noah Brown,DAL,WR,13,0,0,0,0,0,2,14,0,0,0,0,0,0.3,3.4
385,21169,Malik Taylor,GB,WR,10,0,0,0,0,0,2,14,0,0,0,0,0,0.3,3.4
387,22661,Jack Stoll,PHI,TE,16,0,0,0,0,0,2,13,0,0,0,0,0,0.2,3.3
387,22686,Dyami Brown,WAS,WR,15,0,0,0,0,0,2,13,0,0,0,0,0,0.2,3.3
389,21774,Tony Jones Jr.,NO,RB,11,0,0,0,19,0,1,3,0,0,0,0,0,0.3,3.2
389,21692,Jerry Jeudy,DEN,WR,10,0,0,0,0,0,2,12,0,0,0,0,0,0.3,3.2
389,20398,Equanimeous St. Brown,GB,WR,13,0,0,0,0,0,2,12,0,0,0,0,0,0.2,3.2
392,16855,Ty Montgomery,NO,WR,14,0,0,0,0,0,2,8,0,0,0,0,0,0.2,2.8
393,22609,Shi Smith,CAR,WR,6,0,0,0,0,0,1,16,0,0,0,0,0,0.4,2.6
393,21115,Juwann Winfree,GB,WR,7,0,0,0,0,0,2,6,0,0,0,0,0,0.4,2.6
395,16787,Breshad Perriman,TB,WR,6,0,0,0,0,0,2,5,0,0,0,0,0,0.4,2.5
396,17053,Malcolm Brown,MIA,RB,7,0,0,0,10,0,1,4,0,0,0,0,0,0.3,2.4
397,21773,Eno Benjamin,ARI,RB,9,0,0,0,3,0,1,10,0,0,0,0,0,0.3,2.3
397,22614,Kadarius Toney,NYG,WR,10,0,0,0,7,0,1,6,0,0,0,0,0,0.2,2.3
397,22657,John Bates,WAS,TE,17,0,0,0,0,0,1,13,0,0,0,0,0,0.1,2.3
400,21807,Colby Parkinson,SEA,TE,14,0,0,0,0,0,1,12,0,0,0,0,0,0.2,2.2
400,18896,Cyril Grayson Jr.,TB,WR,5,0,0,0,0,0,1,12,0,0,0,0,0,0.4,2.2
402,19514,Keelan Cole,NYJ,WR,15,0,0,0,0,0,1,11,0,0,0,0,0,0.1,2.1
403,16933,James O'Shaughnessy,JAX,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2
403,17916,William Fuller V,MIA,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
403,14865,Marquise Goodwin,CHI,WR,14,0,0,0,1,0,1,9,0,0,0,0,0,0.1,2
403,16878,Blake Bell,KC,TE,16,0,0,0,3,0,1,7,0,0,0,0,0,0.1,2
403,18652,C.J. Ham,MIN,FB,17,0,0,0,1,0,1,9,0,0,0,0,0,0.1,2
403,18209,Marcus Johnson,TEN,WR,7,0,0,0,0,0,1,10,0,0,0,0,0,0.3,2
403,21071,Greg Dortch,ARI,WR,5,0,0,0,0,0,1,10,0,0,0,0,0,0.4,2
403,19910,Ian Thomas,CAR,TE,17,0,0,0,0,0,2,0,0,0,0,0,0,0.1,2
411,21759,KJ Hamler,DEN,WR,3,0,0,0,0,0,1,9,0,0,0,0,0,0.6,1.9
411,22622,Racey McMath,TEN,WR,9,0,0,0,0,0,1,9,0,0,0,0,0,0.2,1.9
411,20899,Josh Oliver,BAL,TE,14,0,0,0,0,0,1,9,0,0,0,0,0,0.1,1.9
414,21556,Tom Kennedy,DET,WR,12,0,0,0,0,0,1,8,0,0,0,0,0,0.2,1.8
414,21723,James Proche II,BAL,WR,14,0,0,0,0,0,1,8,0,0,0,0,0,0.1,1.8
414,19280,Cody Hollister,TEN,WR,3,0,0,0,0,0,1,8,0,0,0,0,0,0.6,1.8
417,17048,Tyrell Williams,DET,WR,1,0,0,0,0,0,1,7,0,0,0,0,0,1.7,1.7
417,21795,Luke Farrell,JAX,TE,15,0,0,0,0,0,1,7,0,0,0,0,0,0.1,1.7
417,18690,Jalen Richard,LV,RB,10,0,0,0,2,0,1,5,0,0,0,0,0,0.2,1.7
420,19823,Royce Freeman,HOU,RB,15,0,0,0,16,0,0,0,0,0,0,0,0,0.1,1.6
420,16837,Chris Conley,HOU,WR,16,0,0,0,0,0,1,6,0,0,0,0,0,0.1,1.6
420,19200,C.J. Board,NYG,WR,6,0,0,0,0,0,1,6,0,0,0,0,0,0.3,1.6
420,20103,Reggie Bonnafon,CAR,RB,4,0,0,0,0,0,1,6,0,0,0,0,0,0.4,1.6
420,21688,Cam Akers,LAR,RB,1,0,0,0,4,0,1,2,0,0,0,0,0,1.6,1.6
425,18977,Kenny Golladay,NYG,WR,14,0,0,0,0,0,1,5,0,0,0,0,0,0.1,1.5
425,21005,Parris Campbell,IND,WR,6,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
425,21211,Patrick Laird,MIA,RB,6,0,0,0,0,0,1,5,0,0,0,0,0,0.2,1.5
428,18058,Tajae Sharpe,ATL,WR,15,0,0,0,0,0,1,4,0,0,0,0,0,0.1,1.4
429,19903,Jordan Akins,HOU,TE,13,0,0,0,0,0,1,3,0,0,0,0,0,0.1,1.3
429,22418,Tommy Hudson,TEN,TE,5,0,0,0,0,0,1,3,0,0,0,0,0,0.3,1.3
429,16141,Willie Snead IV,CAR,WR,9,0,0,0,0,0,1,3,0,0,0,0,0,0.1,1.3
429,16790,Phillip Dorsett,HOU,WR,6,0,0,0,0,0,1,3,0,0,0,0,0,0.2,1.3
433,21100,Jakob Johnson,NE,FB,17,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
433,18926,Zay Jones,LV,WR,17,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
433,16491,Richard Rodgers,PHI,TE,3,0,0,0,0,0,1,2,0,0,0,0,0,0.4,1.2
433,21032,Kendall Blanton,LAR,TE,11,0,0,0,0,0,1,2,0,0,0,0,0,0.1,1.2
433,16931,Nick Boyle,BAL,TE,5,0,0,0,0,0,1,2,0,0,0,0,0,0.2,1.2
438,18998,Marlon Mack,IND,RB,6,0,0,0,11,0,0,0,0,0,0,0,0,0.2,1.1
438,16308,Albert Wilson,MIA,WR,14,0,0,0,0,0,1,1,0,0,0,0,0,0.1,1.1
440,22138,Tyler Davis,GB,TE,13,0,0,0,0,0,1,0,0,0,0,0,0,0.1,1
441,21564,Craig Reynolds,DET,RB,5,0,0,0,9,0,0,0,0,0,0,0,0,0.2,0.9
442,20053,Kyle Allen,WAS,QB,2,19,0,0,0,0,0,0,0,0,0,0,0,0.4,0.76
443,21240,Damarea Crockett,DEN,RB,12,0,0,0,7,0,0,0,0,0,0,0,0,0.1,0.7
444,20191,Godwin Igwebuike,DET,RB,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0.6
445,20743,Ryquell Armstead,JAX,RB,2,0,0,0,5,0,0,0,0,0,0,0,0,0.2,0.5
446,12982,Blaine Gabbert,TB,QB,6,14,0,0,-1,0,0,0,0,0,0,0,0,0.1,0.46
447,8283,Ryan Fitzpatrick,WAS,QB,1,6,0,0,2,0,0,0,0,0,0,0,0,0.4,0.44
448,2405,Chad Henne,KC,QB,4,8,0,0,0,0,0,0,0,0,0,0,1,0.1,0.32
449,20886,Stanley Morgan,CIN,WR,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3
449,20950,Benny Snell Jr.,PIT,RB,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3
451,16621,Garrett Gilbert,WAS,QB,1,6,0,0,0,0,0,0,0,0,0,0,0,0.2,0.24
452,22206,Reggie Gilliam,BUF,FB,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2
452,21694,Henry Ruggs III,LV,WR,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2
452,22676,Kene Nwangwu,MIN,RB,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2
455,18996,Wayne Gallman,MIN,RB,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
455,21856,Scottie Phillips,HOU,RB,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
455,22572,Dax Milne,WAS,WR,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
455,21815,Sam Ehlinger,IND,QB,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1
455,21764,Jason Huntley,PHI,RB,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1
460,18673,Jaydon Mickens,JAX,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21138,Scotty Miller,TB,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22596,Jaelon Darden,TB,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,22645,Simi Fehoko,DAL,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,3943,DeSean Jackson,LV,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,7651,Matthew Slater,NE,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,9902,Chase Daniel,LAC,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,12787,Nick Bellore,SEA,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,13063,Taiwan Jones,BUF,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15247,Darren Fells,TB,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,15305,Demetrius Harris,ARI,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,16378,Keith Smith,ATL,FB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,16798,Devin Smith,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17217,Raheem Mostert,SF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17219,Daniel Brown,NYJ,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17289,Jake Kumerow,BUF,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,17762,Chris Manhertz,JAX,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18115,Derek Watt,PIT,FB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18152,Dwayne Washington,NO,RB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18197,Alex Erickson,CAR,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18445,Mike Thomas,CIN,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18498,J.P. Holtz,CHI,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18716,Garrett Griffin,NO,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18973,C.J. Beathard,JAX,QB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18992,Dede Westbrook,MIN,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19017,Josh Reynolds,DET,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19165,Johnny Mundt,LAR,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19176,Darrell Daniels,ARI,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19219,Cethan Carter,MIA,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19304,Pharaoh Brown,HOU,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19361,Marcus Kemp,KC,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19542,Colin Thompson,CAR,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19763,Josh Rosen,ATL,QB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19824,Kalen Ballage,PIT,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19979,Jordan Wilkins,TEN,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,19981,Daurice Fountain,KC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20075,Josh Adams,NYJ,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20224,Christian Blake,ATL,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20361,Ross Dwelley,SF,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20703,John Wolford,LAR,QB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20722,Diontae Spencer,DEN,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20742,J.J. Arcega-Whiteside,PHI,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20793,Penny Hart,SEA,WR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20820,Andy Isabella,ARI,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20838,Tyron Johnson,LV,WR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20931,Drew Sample,CIN,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20943,Darius Slayton,NYG,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20946,Kaden Smith,NYG,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20977,Trevon Wesco,NYJ,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,20988,Preston Williams,MIA,WR,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21078,Jeff Smith,NYJ,WR,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,21126,Cullen Gillaspia,NYG,FB,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
