Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
486,18896,Cyril Grayson Jr.,TB,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18992,Dede Westbrook,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18998,Marlon Mack,IND,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19035,Eric Saubert,JAX,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19067,Jeremy Sprinkle,WAS,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19165,Johnny Mundt,LAR,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19184,JoJo Natson,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19335,Antony Auclair,TB,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19457,Blake Jarwin,DAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19542,Colin Thompson,CAR,TE,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19548,Corey Clement,PHI,RB,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20159,Mike Boone,MIN,RB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20174,Marcus Baugh,WAS,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20194,Rico Gafford,LV,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20361,Ross Dwelley,SF,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20684,Malik Turner,DAL,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20793,Penny Hart,SEA,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20884,Foster Moreau,LV,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20905,Donald Parham Jr.,LAC,TE,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20953,Easton Stick,LAC,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20977,Trevon Wesco,NYJ,TE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21100,Jakob Johnson,NE,FB,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21178,Jason Moore Jr.,LAC,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21278,Stephen Carlson,CLE,TE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21295,Nsimba Webster,LAR,WR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21349,Ashton Dulin,IND,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21678,Brycen Hopkins,LAR,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21683,Hunter Bryant,DET,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21714,K.J. Osborn,MIN,WR,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21742,Antonio Gandy-Golden,WAS,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21764,Jason Huntley,PHI,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21771,Devin Asiasi,NE,TE,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21781,Sean McKeon,DAL,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21796,Noah Togiai,IND,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21798,Josiah Deguara,GB,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21808,Dalton Keene,NE,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21839,Xavier Jones,LAR,RB,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21855,Raymond Calais,LAR,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21952,Rico Dowdle,DAL,RB,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21959,Dezmon Patmon,IND,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22119,Charlie Woerner,SF,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22138,Tyler Davis,JAX,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22206,Reggie Gilliam,BUF,FB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22345,Dan Chisena,MIN,WR,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22441,Nathan Cottrell,JAX,RB,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16441,Senorise Perry,TEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16903,MyCole Pruitt,TEN,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17223,Eric Tomlinson,BAL,TE,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18115,Derek Watt,PIT,FB,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18997,Jake Butt,DEN,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20770,Zach Gentry,PIT,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21227,Andrew Beck,DEN,TE,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21310,Khari Blasingame,TEN,FB,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21734,Nick Westbrook-Ikhine,TEN,WR,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19981,Daurice Fountain,IND,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20020,Jordan Thomas,NE,TE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21826,Darius Bradwell,LAC,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21846,Levante Bellamy,DEN,RB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22458,Farrod Green,IND,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15185,Kenjon Barner,TB,RB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18241,Johnny Holton,NYG,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19075,Mason Schreck,CIN,TE,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20373,Deontay Burnett,PHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21728,Lawrence Cager,NYJ,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21782,Jonathan Ward,ARI,RB,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15293,Tyler Bray,CHI,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18716,Garrett Griffin,NO,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20797,Daniel Helm,SF,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21056,Hakeem Butler,PHI,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21072,Keelan Doss,LV,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21842,Adrian Killins,PHI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20790,Damien Harris,NE,RB,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21708,Reggie Begelton,GB,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,16768,Kevin White,SF,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18971,Taywan Taylor,CLE,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19494,Evan Baylis,ARI,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19415,Jason Croom,PHI,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18094,Temarrick Hemingway,WAS,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19599,Trey Edmunds,PIT,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19276,Austin Carr,NO,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19980,Deon Cain,PIT,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20079,Trey Quinn,JAX,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20295,Vyncint Smith,NYJ,WR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20775,Terry Godwin,JAX,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21177,Jeremy Cox,DEN,RB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21277,David Blough,DET,QB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22436,Rashod Berry,NE,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21294,Alex Bachman,NYG,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18343,Marken Michel,CAR,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18666,Duke Williams,BUF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20012,Bo Scarbrough,SEA,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20328,Jeff Badet,WAS,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20984,Dexter Williams,GB,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21409,Nate Becker,BUF,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22090,Tony Brown,WAS,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,13117,Dwayne Harris,CHI,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19671,Fred Brown,DEN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19925,Jaleel Scott,NYJ,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21865,Stephen Sullivan,SEA,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,14269,Alfred Morris,NYG,RB,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21514,Austin Walter,SF,RB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17289,Jake Kumerow,NO,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18088,Alex Collins,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19358,Gehrig Dieter,KC,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21967,Isaiah Coulter,HOU,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21971,Sewo Olonilua,DAL,FB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22339,Kirk Merritt,MIA,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17750,Ross Travis,NYJ,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22417,Kristian Wilkerson,NE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21115,Juwann Winfree,GB,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21531,Chris Myarick,MIA,FB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20993,Caleb Wilson,PHI,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20886,Stanley Morgan,CIN,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22340,Matt Cole,SF,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,13791,Lamar Miller,WAS,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,17914,Laquon Treadwell,ATL,WR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20581,Johnny Stanton IV,CLE,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20809,Elijah Holyfield,PHI,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20067,Steven Mitchell Jr.,HOU,WR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18070,Wendell Smallwood,PIT,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19559,Sean Culkin,BAL,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20134,Kevin Rader,PIT,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15215,Tavon Austin,GB,WR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,18057,Seth DeValve,ARI,TE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22477,Dominique Dafney,GB,TE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21344,Hale Hentges,MIN,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21787,Javon Leake,WAS,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,11422,Joe Webb,NYG,QB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,19799,Rashaad Penny,SEA,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20816,Lil'Jordan Humphrey,NO,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21793,Mike Warren II,WAS,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22346,Jake Bargas,MIN,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,15974,Jordan Matthews,SF,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,20477,Derrick Willies,CLE,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21158,Matt Sokol,LAC,TE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,21263,Trenton Irwin,CIN,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22177,Chris Rowland,ATL,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,22205,Antonio Williams,BUF,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,4633,Matt Schaub,ATL,QB,1,0,0,0,-1,0,0,0,0,0,0,0,0,-0.1,-0.1
650,20283,Tim Boyle,GB,QB,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.1
650,21718,Joe Reed,LAC,WR,11,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.1
650,21848,Artavis Pierce,CHI,RB,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,-0.1
654,14855,Matt Barkley,BUF,QB,5,23,0,1,-2,0,0,0,0,0,0,0,0,-0.3,-1.28
655,18104,Nate Sudfeld,PHI,QB,1,16,0,1,0,0,0,0,0,0,0,0,0,-1.4,-1.36
656,19209,Patrick Ricard,BAL,FB,15,0,0,0,-5,0,0,0,0,0,0,0,0,-0.2,-2.5
