PlayerID,PlayerName,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,TargetShareL3,TargetsPerGameLast3,ReceptionsLast3,TotalTargetsLast3,TargetShare,TargetsPerGame,TotalReceptions,TotalTargets
18039,Pharoh Cooper,null,null,null,null,null,null,null,null,0,null,0,2,3,1,2,1,2,null,3.658536585365854,1.5,0,3,1.9607843137254901,1.375,4,11
18957,D'Onta Foreman,null,null,null,null,null,null,null,null,0,2,1,1,null,2,3,0,0,2,2.5,0.6666666666666666,1,2,2.111324376199616,1.2222222222222223,9,11
16378,Keith Smith,3,1,0,0,0,null,1,0,0,0,1,2,1,0,0,0,0,1,1.3513513513513513,0.3333333333333333,1,1,1.8018018018018018,0.5882352941176471,9,10
20224,Christian Blake,0,1,0,0,4,null,0,0,0,1,null,0,0,0,1,1,1,1,4.054054054054054,1,1,3,1.8018018018018018,0.625,4,10
21759,KJ Hamler,4,3,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,5,10
20191,Godwin Igwebuike,0,0,0,0,0,0,0,3,null,0,1,1,2,0,2,0,0,1,null,null,0,1,null,null,7,10
21785,Noah Gray,0,0,1,1,null,0,1,0,0,3,1,null,0,0,0,2,1,0,2.857142857142857,1,3,3,1.5723270440251573,0.625,7,10
21556,Tom Kennedy,null,0,null,null,null,1,0,1,null,null,0,0,0,1,0,2,3,2,7.070707070707071,2.3333333333333335,4,7,1.7825311942959001,0.8333333333333334,6,10
18088,Alex Collins,null,0,0,2,3,1,1,0,null,1,0,1,null,1,null,null,null,null,null,null,0,0,2.109704641350211,0.9090909090909091,9,10
19319,Matt Breida,0,0,null,null,null,null,null,null,null,3,2,2,1,1,0,null,null,0,null,null,0,0,null,null,7,9
17762,Chris Manhertz,1,1,0,1,0,1,null,0,1,0,0,2,0,0,1,0,1,0,1.075268817204301,0.3333333333333333,0,1,1.5437392795883362,0.5294117647058824,6,9
21138,Scotty Miller,0,0,3,null,null,null,null,null,null,null,null,1,0,null,3,1,0,1,1.7241379310344827,0.6666666666666666,1,2,1.2552301255230125,1,5,9
18928,Curtis Samuel,null,null,null,4,1,null,null,null,null,null,null,1,1,2,null,null,null,null,null,null,0,0,null,null,6,9
21634,Derrick Gore,null,null,null,null,null,0,1,0,1,0,null,null,0,2,0,3,1,1,4.761904761904762,1.6666666666666667,4,5,1.4150943396226414,0.8181818181818182,8,9
16920,Jesse James,0,0,0,0,null,0,3,3,0,null,0,1,0,0,null,null,1,0,0.8771929824561403,0.5,1,1,1.5267175572519085,0.5714285714285714,7,8
22575,Amari Rodgers,1,0,0,0,0,1,0,3,0,0,0,0,null,0,0,0,null,3,null,null,1,3,null,null,4,8
16141,Willie Snead IV,1,1,0,1,1,1,0,null,2,null,null,null,null,null,1,null,null,null,null,null,0,0,null,null,4,8
21774,Tony Jones Jr.,1,0,2,3,null,null,null,null,null,null,0,0,null,1,0,0,0,1,1.5625,0.3333333333333333,0,1,1.7094017094017093,0.7272727272727273,5,8
14828,Chris Hogan,1,3,1,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,4,8
19799,Rashaad Penny,0,null,null,null,null,null,0,0,null,null,0,null,1,1,2,1,3,0,4.938271604938271,1.3333333333333333,2,4,1.6877637130801688,0.8,6,8
17916,William Fuller V,null,null,6,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,4,8
21788,Ke'Shawn Vaughn,null,null,0,0,null,0,0,null,null,0,0,null,0,0,2,1,3,2,5.172413793103448,2,4,6,1.1157601115760112,0.6666666666666666,4,8
21807,Colby Parkinson,null,null,null,0,2,0,0,0,null,0,1,0,0,0,0,1,1,3,6.172839506172839,1.6666666666666667,3,5,1.6877637130801688,0.5714285714285714,5,8
22512,Tre' McKitty,null,null,null,null,null,null,null,0,0,0,1,1,0,0,1,1,3,1,3.90625,1.6666666666666667,4,5,1.21580547112462,0.7272727272727273,6,8
22417,Kristian Wilkerson,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,0,8,null,null,null,4,8,null,null,4,8
20360,Jeff Wilson Jr.,null,null,null,null,null,null,null,null,null,0,2,1,0,0,2,3,0,0,3.3333333333333335,1,3,3,1.6129032258064515,0.8888888888888888,7,8
22591,Dez Fitzpatrick,null,null,null,null,null,null,null,null,null,1,6,1,null,null,null,null,0,null,null,null,0,0,null,null,5,8
21564,Craig Reynolds,null,null,null,null,null,null,null,null,null,null,null,null,null,2,1,4,1,0,5.05050505050505,1.6666666666666667,4,5,1.4260249554367201,1.6,7,8
19548,Corey Clement,0,0,0,0,0,0,null,0,0,1,0,0,0,2,0,0,0,4,null,null,4,4,null,null,6,7
20074,Jason Cabinda,1,1,0,0,0,0,null,0,null,0,1,0,1,0,1,2,null,null,null,2,2,2,1.2477718360071302,0.5,4,7
19947,Chris Herndon,2,0,0,0,0,1,null,1,0,2,0,0,0,1,0,0,0,null,null,null,0,0,1.2131715771230502,0.4375,4,7
19824,Kalen Ballage,0,0,0,0,1,0,null,0,1,2,1,2,0,0,0,0,0,0,null,null,0,0,null,null,2,7
14967,Le'Veon Bell,null,null,null,1,null,0,2,null,0,0,null,null,null,null,null,0,3,1,3.4482758620689653,1.3333333333333333,4,4,0.9762900976290098,0.875,5,7
21773,Eno Benjamin,null,null,null,null,0,null,0,null,0,1,1,null,1,0,null,null,0,4,null,null,4,4,null,null,6,7
23084,Shane Zylstra,null,null,null,null,0,null,null,null,null,null,null,null,null,6,1,0,null,null,null,null,0,0,null,null,3,7
20071,Keith Kirkwood,null,null,null,null,null,null,5,1,null,null,null,null,null,null,null,null,null,1,null,null,0,1,null,null,3,7
21032,Kendall Blanton,null,null,null,null,null,null,0,0,0,1,null,0,2,3,1,0,0,0,0,null,0,0,1.1627906976744187,0.6363636363636364,4,7
20823,Tyree Jackson,null,null,null,null,null,null,null,null,0,0,1,0,0,null,0,1,0,5,6.976744186046512,2,3,6,1.502145922746781,0.7777777777777778,3,7
19280,Cody Hollister,null,null,null,null,null,null,null,null,null,null,null,4,null,1,2,null,null,null,null,null,0,0,1.3435700575815739,2.3333333333333335,4,7
15305,Demetrius Harris,3,0,0,0,0,0,0,0,null,0,0,null,2,0,0,1,null,null,0.8695652173913043,1,1,1,1.0507880910683012,0.42857142857142855,3,6
23101,Parker Hesse,0,1,null,null,null,null,null,null,null,0,1,1,0,null,null,null,3,0,4.054054054054054,1.5,3,3,1.0810810810810811,0.75,5,6
22604,Tylan Wallace,0,0,0,0,0,0,0,null,0,0,0,1,0,0,2,2,0,1,null,null,1,3,null,null,2,6
17289,Jake Kumerow,0,1,0,0,0,1,null,0,0,null,null,0,0,0,0,3,0,1,3.6036036036036037,1.3333333333333333,2,4,0.9630818619582665,0.4,2,6
22595,Ihmir Smith-Marsette,0,0,0,null,null,null,null,1,null,null,null,null,null,0,2,null,0,3,null,null,3,3,null,null,5,6
19200,C.J. Board,1,0,2,0,3,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,4,6
19119,Chris Carson,3,0,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1.2658227848101267,1.5,6,6
22119,Charlie Woerner,0,0,0,0,1,null,2,2,0,0,0,1,0,0,0,0,0,0,0,null,0,0,1.2096774193548387,0.35294117647058826,5,6
22622,Racey McMath,0,0,1,0,null,null,null,null,null,null,null,null,null,2,1,1,0,1,null,null,0,2,null,null,2,6
21531,Chris Myarick,null,0,null,null,null,null,null,null,null,null,1,2,0,1,0,2,0,null,null,null,1,2,null,null,3,6
22418,Tommy Hudson,null,2,2,1,null,null,null,null,null,null,1,0,null,null,null,null,null,null,null,null,0,0,null,null,3,6
21964,Cody White,null,null,2,0,1,0,null,0,0,0,0,0,0,0,0,3,0,0,null,null,3,3,null,null,5,6
21776,Joshua Kelley,null,null,null,null,0,0,null,null,1,0,null,3,0,1,0,1,0,null,0.78125,0.5,1,1,0.9118541033434651,0.6,5,6
20939,David Sills V,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,1,1,3,null,null,2,5,null,null,2,6
20900,Qadree Ollison,null,null,null,null,null,null,null,null,0,null,3,null,1,0,1,null,0,1,null,null,0,1,null,null,4,6
21781,Sean McKeon,null,null,null,null,null,null,null,null,2,2,1,1,0,null,0,0,0,0,0,null,0,0,0.9433962264150944,0.6666666666666666,4,6
21473,D.J. Montgomery,null,null,null,null,null,null,null,null,null,null,null,null,null,6,null,0,0,null,null,null,0,0,null,null,3,6
18073,Jonathan Williams,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,2,3,0,null,null,3,5,null,null,4,6
22206,Reggie Gilliam,0,0,1,1,0,0,null,0,0,0,1,0,null,0,0,1,0,1,1.8018018018018018,0.6666666666666666,1,2,0.8025682182985554,0.3125,3,5
21800,Mitchell Wilcox,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,5,null,null,3,5,null,null,3,5
15247,Darren Fells,1,0,3,0,0,0,1,null,null,0,null,null,null,null,null,null,null,0,null,null,0,0,0.697350069735007,0.5555555555555556,4,5
19335,Antony Auclair,0,0,0,0,1,0,0,0,2,null,0,0,0,1,0,0,null,1,1.1235955056179776,0.5,1,1,0.9560229445506692,0.3125,5,5
20128,Phillip Lindsay,1,1,0,0,0,2,0,0,0,null,0,0,null,null,null,0,1,0,1.1764705882352942,0.3333333333333333,1,1,0.8361204013377926,0.35714285714285715,4,5
20838,Tyron Johnson,1,1,0,1,null,null,null,2,null,null,null,null,null,0,0,0,0,0,null,null,0,0,null,null,2,5
19361,Marcus Kemp,0,0,1,0,0,0,1,0,0,1,null,null,1,0,0,0,1,0,null,null,0,1,null,null,2,5
21383,Jody Fortson,0,1,2,1,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,5,5
17053,Malcolm Brown,0,0,2,1,0,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.8361204013377926,0.7142857142857143,3,5
21100,Jakob Johnson,0,0,0,0,0,0,2,2,0,0,0,0,0,null,0,1,0,0,1.0638297872340425,0.3333333333333333,1,1,0.9541984732824428,0.29411764705882354,4,5
20977,Trevon Wesco,0,0,0,1,0,null,1,null,2,0,0,0,null,null,1,0,null,null,0,null,0,0,0.8635578583765112,0.4166666666666667,3,5
20742,J.J. Arcega-Whiteside,0,0,0,0,0,0,0,0,null,0,1,1,0,null,0,0,0,3,3.488372093023256,1,0,3,1.0729613733905579,0.3125,2,5
22661,Jack Stoll,0,0,0,0,0,0,0,1,0,3,0,0,0,null,1,0,0,null,0,null,0,0,1.0729613733905579,0.3125,4,5
20361,Ross Dwelley,0,0,0,1,2,null,2,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,1.0080645161290323,0.29411764705882354,4,5
18998,Marlon Mack,null,1,null,2,2,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,5
21263,Trenton Irwin,null,null,0,1,0,0,0,null,null,null,null,null,0,null,null,null,null,4,null,null,1,4,null,null,2,5
20372,Cameron Batson,null,null,1,4,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,5
21775,Rodney Smith,null,null,null,5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,5,5
22138,Tyler Davis,null,null,null,null,0,0,0,0,0,1,0,0,null,0,1,0,2,1,2.7027027027027026,1,2,3,0.8787346221441125,0.38461538461538464,4,5
13887,Travis Benjamin,null,null,null,null,3,null,null,null,null,0,0,0,0,1,0,0,0,1,null,null,0,1,null,null,0,5
22555,Jermar Jefferson,null,null,null,null,null,0,null,4,null,0,null,0,1,0,0,null,null,null,null,null,0,0,null,null,4,5
16768,Kevin White,null,null,null,null,null,null,2,1,0,2,null,0,null,0,null,null,null,null,null,null,0,0,null,null,1,5
22676,Kene Nwangwu,null,null,null,null,null,null,null,0,0,0,0,0,3,0,0,2,0,0,null,null,2,2,null,null,4,5
18067,Jordan Howard,null,null,null,null,null,null,null,0,0,0,0,null,null,null,0,4,1,null,5.813953488372093,2.5,2,5,1.0729613733905579,0.7142857142857143,2,5
16838,Duke Johnson,null,null,null,null,null,null,null,null,null,null,0,null,null,null,1,0,3,1,4.705882352941177,1.3333333333333333,3,4,0.8361204013377926,1,4,5
18070,Wendell Smallwood,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,0,3,null,null,null,2,3,null,null,4,5
22573,Dazz Newsome,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,null,2,null,null,2,4,null,null,2,5
19176,Darrell Daniels,0,0,0,0,null,1,null,0,2,0,1,null,0,0,0,0,0,0,0,null,0,0,0.7005253940455342,0.26666666666666666,1,4
21782,Jonathan Ward,0,0,0,0,0,0,0,0,null,null,null,null,null,0,2,0,1,1,null,null,2,2,null,null,3,4
18197,Alex Erickson,0,0,1,0,0,1,0,0,0,0,0,1,null,0,0,1,0,0,null,null,0,1,null,null,3,4
20057,Auden Tate,0,0,1,1,1,1,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0.7407407407407407,0.5714285714285714,3,4
20886,Stanley Morgan,0,0,0,0,0,0,0,0,0,null,1,1,0,0,0,0,0,2,1.7699115044247788,0.6666666666666666,1,2,0.7407407407407407,0.23529411764705882,2,4
18093,Andy Janovich,1,0,0,0,0,null,null,null,0,0,0,null,null,1,0,2,0,0,null,null,2,2,null,null,3,4
20722,Diontae Spencer,0,0,1,1,1,0,0,null,0,0,null,0,0,1,0,0,0,null,null,null,0,0,null,null,1,4
22477,Dominique Dafney,0,0,null,null,null,null,null,0,1,null,1,0,null,0,null,0,1,1,1.8018018018018018,0.6666666666666666,1,2,0.70298769771529,0.4,2,4
18716,Garrett Griffin,0,0,0,0,0,null,0,3,0,0,0,0,1,0,null,null,null,null,null,null,0,0,0.8547008547008547,0.3076923076923077,4,4
20950,Benny Snell Jr.,0,0,0,1,1,0,null,1,0,0,0,0,0,0,0,1,0,0,0.7575757575757576,0.3333333333333333,1,1,0.6125574272588055,0.23529411764705882,2,4
21837,J.J. Taylor,null,0,2,1,null,null,1,null,null,0,null,null,null,null,null,null,null,null,null,null,0,0,null,null,4,4
21801,Trey Sermon,null,0,3,0,0,null,0,0,null,0,1,0,null,null,null,null,null,null,null,null,0,0,null,null,3,4
22594,Frank Darby,null,null,null,null,0,null,null,null,0,3,0,0,0,0,0,0,1,null,null,null,0,1,null,null,1,4
21959,Dezmon Patmon,null,null,null,null,null,null,null,null,1,0,1,0,0,null,0,1,1,null,null,null,1,2,null,null,2,4
4807,Adrian Peterson,null,null,null,null,null,null,null,null,1,1,2,null,0,null,null,null,null,null,null,null,0,0,null,null,4,4
22244,Ja'Marcus Bradley,null,null,null,null,null,null,null,null,null,null,2,2,null,null,0,null,0,0,null,null,0,0,null,null,4,4
19996,Jaylen Samuels,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,0,3,null,null,null,3,3,null,null,3,4
21178,Jason Moore Jr.,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,4,null,null,null,null,3,4,null,null,3,4
20743,Ryquell Armstead,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,2,null,null,3,4,null,null,3,4
19067,Jeremy Sprinkle,0,0,0,0,0,0,null,0,0,0,0,0,0,0,2,0,0,1,0.9433962264150944,0.3333333333333333,1,1,0.4716981132075472,0.17647058823529413,3,3
17048,Tyrell Williams,3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,3
21169,Malik Taylor,3,0,0,0,0,null,null,0,0,0,null,null,null,0,0,null,null,null,null,null,0,0,null,null,2,3
22620,Mike Strachan,2,1,null,0,0,null,null,null,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,3
16928,Michael Burton,0,1,0,0,0,0,null,0,0,0,0,null,0,0,2,0,0,0,null,null,0,0,null,null,3,3
21758,KJ Hill Jr.,3,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,3,3
22310,Gabe Nabers,0,0,2,0,0,1,null,null,null,null,null,null,null,0,0,0,0,null,null,null,0,0,null,null,3,3
22509,Hunter Long,0,null,0,null,null,1,null,null,null,null,null,0,1,null,1,0,null,null,null,null,0,0,null,null,1,3
21601,Gunner Olszewski,0,0,0,0,0,0,1,0,0,null,0,0,0,null,1,0,1,0,null,null,1,1,null,null,2,3
20946,Kaden Smith,0,2,1,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,0.5347593582887701,0.3333333333333333,3,3
18115,Derek Watt,0,0,1,0,0,0,null,0,1,1,0,0,0,0,0,0,0,0,null,null,0,0,null,null,3,3
18673,Jaydon Mickens,0,0,null,0,0,0,null,null,null,null,null,0,2,1,0,0,null,0,null,null,0,0,null,null,2,3
21856,Scottie Phillips,null,null,0,null,null,null,null,3,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,3
18996,Wayne Gallman,null,null,null,1,0,null,0,null,null,2,0,0,null,null,0,0,null,null,null,null,0,0,null,null,1,3
20812,Jesper Horsted,null,null,null,null,1,0,1,0,0,null,null,null,0,null,1,null,null,null,null,null,0,0,null,null,2,3
22514,Kenny Yeboah,null,null,null,null,0,null,null,null,null,0,0,0,1,0,0,null,2,0,null,null,2,2,null,null,2,3
16640,John Brown,null,null,null,null,null,0,1,null,null,null,1,1,null,null,null,null,null,null,null,null,0,0,null,null,0,3
21211,Patrick Laird,null,null,null,null,null,null,null,1,0,1,1,0,0,null,null,null,null,null,null,null,0,0,null,null,3,3
21071,Greg Dortch,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,0,1,2,null,null,3,3,null,null,3,3
22339,Kirk Merritt,null,null,null,null,null,null,null,null,3,null,null,null,null,null,null,null,0,null,null,null,0,0,null,null,1,3
20134,Kevin Rader,null,null,null,null,null,null,null,null,1,null,null,null,0,0,null,2,0,0,null,null,1,2,null,null,2,3
23004,Adam Prentice,null,null,null,null,null,null,null,null,null,null,null,1,0,0,0,0,1,1,null,null,2,2,null,null,3,3
21514,Austin Walter,null,null,null,null,null,null,null,null,null,null,null,1,2,null,0,null,0,null,null,null,0,0,null,null,2,3
21311,Davion Davis,null,null,null,null,null,null,null,null,null,null,null,null,2,1,null,null,null,null,null,null,0,0,null,null,1,3
19064,Trent Taylor,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,3,null,null,2,3,null,null,2,3
21688,Cam Akers,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,null,null,3,3,null,null,3,3
17223,Eric Tomlinson,0,0,0,0,0,0,0,null,1,0,0,0,0,0,0,0,0,1,1.0101010101010102,0.3333333333333333,0,1,0.33783783783783783,0.11764705882352941,1,2
21732,Giovanni Ricci,0,0,0,0,0,0,null,0,0,0,0,0,null,0,1,1,0,0,0.9174311926605505,0.3333333333333333,0,1,0.34782608695652173,0.125,0,2
21840,Kylin Hill,0,0,0,0,1,0,1,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,1,2
11565,Andre Roberts,0,2,0,0,0,0,null,0,0,0,0,0,0,0,0,null,0,0,null,null,0,0,null,null,1,2
21777,Larry Rountree III,0,1,1,0,0,null,null,0,0,0,0,null,0,null,null,0,0,null,null,null,0,0,null,null,1,2
15640,Derek Carrier,0,2,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,null,null,2,2
19219,Cethan Carter,0,1,0,0,0,1,0,0,0,0,0,0,0,null,0,null,0,0,null,null,0,0,null,null,2,2
18152,Dwayne Washington,0,0,0,1,0,null,null,null,0,0,1,0,0,0,0,null,0,0,null,null,0,0,null,null,2,2
17219,Daniel Brown,0,0,0,0,0,null,0,0,null,null,null,null,0,0,0,0,2,null,null,null,2,2,null,null,2,2
21310,Khari Blasingame,0,0,null,0,0,0,0,null,null,null,null,0,null,null,0,1,0,1,null,null,2,2,null,null,2,2
19120,David Moore,null,null,null,0,2,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,0,0,null,null,0,2
20990,Trayveon Williams,null,null,null,null,null,0,null,0,null,null,null,null,0,0,null,null,null,2,null,null,1,2,null,null,1,2
20581,Johnny Stanton IV,null,null,null,null,null,1,1,null,null,0,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,2
20159,Mike Boone,null,null,null,null,null,1,null,0,0,null,null,0,1,null,null,0,0,0,null,null,0,0,null,null,2,2
18269,Geronimo Allison,null,null,null,null,null,0,2,null,null,0,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,2
13370,Luke Stocker,null,null,null,null,null,0,null,1,1,0,0,0,0,0,0,0,0,0,0,null,0,0,0.3466204506065858,0.16666666666666666,2,2
16491,Richard Rodgers,null,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,2,null,null,2,2,null,null,2,2
21845,Darrynton Evans,null,null,null,null,null,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,2,2
21823,Patrick Taylor,null,null,null,null,null,null,null,null,0,0,0,null,null,0,0,0,0,2,null,null,2,2,null,null,2,2
20797,Daniel Helm,null,null,null,null,null,null,null,null,0,0,0,1,0,0,1,0,0,null,null,null,0,0,null,null,1,2
16931,Nick Boyle,null,null,null,null,null,null,null,null,null,null,1,0,null,null,0,0,1,null,null,null,1,1,null,null,1,2
20103,Reggie Bonnafon,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,2,null,0,null,null,2,2,null,null,2,2
22537,Trey Ragas,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,null,null,null,null,0,0,null,null,2,2
20193,Ethan Wolf,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,2,null,null,null,null,2,2,null,null,2,2
18401,Tommylee Lewis,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,2,null,null,null,null,1,2,null,null,1,2
23090,C.J. Saunders,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,2,2,null,null,2,2
21746,Tarik Black,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,null,null,1,2,null,null,1,2
19542,Colin Thompson,0,null,0,0,0,0,1,0,0,null,0,null,null,0,null,null,null,null,null,null,0,0,null,null,0,1
16798,Devin Smith,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,1
19165,Johnny Mundt,0,0,0,1,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,1,1
22672,Gary Brightwell,1,0,0,0,0,0,0,0,null,null,0,0,0,0,0,null,null,null,null,null,0,0,null,null,1,1
12787,Nick Bellore,0,0,0,0,0,0,0,0,null,0,0,0,0,1,0,0,0,0,null,null,0,0,null,null,1,1
22677,Mekhi Sargent,0,0,0,null,null,null,null,null,null,null,null,null,0,0,0,null,null,1,null,null,0,1,null,null,0,1
20820,Andy Isabella,null,0,null,null,0,null,null,null,0,null,0,null,null,null,1,0,0,0,null,null,0,0,null,null,1,1
22284,Ben Ellefson,null,0,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,null,null,0,1
19072,Alex Armah,null,0,0,0,0,null,0,1,0,0,0,null,null,null,0,null,null,0,null,null,0,0,null,null,1,1
20332,Deon Yelder,null,null,0,null,null,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,1,1
20314,Codey McElroy,null,null,null,1,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,1
21037,Miles Boykin,null,null,null,null,0,1,0,null,0,0,null,null,null,null,0,0,null,0,null,null,0,0,null,null,1,1
20106,Ryan Nall,null,null,null,null,0,0,1,0,0,null,0,0,0,null,null,null,0,null,null,null,0,0,null,null,1,1
21737,Tyrie Cleveland,null,null,null,null,0,0,1,0,0,0,null,null,null,null,null,null,null,0,null,null,0,0,null,null,0,1
20904,Devine Ozigbo,null,null,null,null,0,null,1,null,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,1,1
19937,Keke Coutee,null,null,null,null,null,null,1,null,null,null,null,null,null,null,null,0,null,null,null,null,0,0,null,null,1,1
21854,Anthony McFarland Jr.,null,null,null,null,null,null,null,0,null,null,null,1,null,null,null,null,null,null,null,null,0,0,null,null,1,1
20018,Nick Bawden,null,null,null,null,null,null,null,null,null,0,1,0,0,0,0,0,0,0,null,null,0,0,null,null,1,1
18717,Marvin Hall,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,1,null,null,null,null,1,1,null,null,1,1
21967,Isaiah Coulter,null,null,null,null,null,null,null,null,null,null,0,1,null,null,null,null,null,null,null,null,0,0,null,null,0,1
21826,Darius Bradwell,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,0,null,null,null,null,0,0,null,null,0,1
21678,Brycen Hopkins,null,null,null,null,null,null,null,null,null,null,null,0,0,0,1,0,null,null,null,null,0,0,null,null,1,1
19054,Rodney Adams,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,null,null,null,null,null,0,0,null,null,0,1
21724,Easop Winston,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,null,null,null,null,0,0,null,null,1,1
20295,Vyncint Smith,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,null,null,null,null,null,0,0,null,null,0,1
21865,Stephen Sullivan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,0,null,null,0,1,null,null,0,1
22608,Seth Williams,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,0,null,null,1,1,null,null,1,1
21764,Jason Huntley,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,null,null,0,1,null,null,0,1
20040,Trenton Cannon,0,0,0,0,0,null,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,0,null,null,0,0
13063,Taiwan Jones,0,0,0,0,0,0,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,null,null,0,0
21295,Nsimba Webster,0,0,0,0,null,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null,0,0,null,null,0,0
18498,J.P. Holtz,0,0,0,0,null,null,0,0,null,null,0,0,0,0,0,0,null,0,null,null,0,0,null,null,0,0
22645,Simi Fehoko,0,0,0,null,null,null,null,null,null,null,null,0,0,null,null,null,null,null,null,null,0,0,null,null,0,0
21240,Damarea Crockett,0,0,0,0,0,0,0,null,null,0,null,null,0,0,0,null,0,null,null,null,0,0,null,null,0,0
19979,Jordan Wilkins,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,0,0,null,null,0,0
22602,Tutu Atwell,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,0
22678,Jake Funk,0,0,0,0,0,0,null,null,null,null,null,null,null,null,0,0,0,0,null,null,0,0,null,null,0,0
22683,Jacob Harris,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,0
21161,Brandon Dillon,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,0
7651,Matthew Slater,0,0,0,0,0,0,0,0,0,0,0,0,0,null,0,0,0,0,null,null,0,0,null,null,0,0
21126,Cullen Gillaspia,0,0,0,0,0,0,0,0,0,null,null,null,0,0,0,0,0,0,null,null,0,0,null,null,0,0
22407,Tyler Mabry,0,0,0,0,0,null,0,null,null,null,null,null,null,null,null,0,null,0,null,null,0,0,null,null,0,0
17217,Raheem Mostert,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,0
22276,DeMichael Harris,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,null,null,0,0
